 AnimalID,animaltype,birthweight,birthweightadj,sireframescore,bcsrecent,bcsprevious,bcsdifference,damweightatwean,weandate,weangpd,weanheight,weanweight,weanwda,weanweightdate,adj205h,adj205w,weanframescore,ageatwean,yearlingheight,yearlingdate,yearlingweight,adjyearlingh,adjyearlingw,yearlingframescore,ageatyearling,customweight,customweightdate,customheight,customheightdate,currentwtcow,adj365dht,currentwtheifer,backfat,treatment,blockpen,replicate,email_id
387,Steer,80,0,0,0,0,0,0,10/6/2016,0,43.85,585,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
388,Steer,90,0,0,0,0,0,0,10/6/2016,0,47.27,609,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
389,Calf,56,0,0,0,0,0,0,10/4/2016,0,44.73,584,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
390,Steer,90,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
391,Steer,70,0,0,0,0,0,0,10/4/2016,0,41.62,429,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
392,Calf,70,0,0,0,0,0,0,10/4/2016,0,43.2,454,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
393,Steer,90,0,0,0,0,0,0,10/4/2016,0,43.24,528,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
394,Steer,90,0,0,0,0,0,0,10/4/2016,0,43.84,536,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
395,Steer,60,0,0,0,0,0,0,10/7/2016,0,39.49,364,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
396,Steer,66,0,0,0,0,0,0,10/7/2016,0,42.58,457,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
397,Steer,60,0,0,0,0,0,0,10/7/2016,0,14.48,487,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
398,Calf,85,0,0,0,0,0,0,10/7/2016,0,46.46,561,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
399,Steer,70,0,0,0,0,0,0,10/7/2016,0,41.74,420,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
400,Steer,70,0,0,0,0,0,0,10/6/2016,0,43.48,532,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
401,Steer,70,0,0,0,0,0,0,10/6/2016,0,47.07,583,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
402,Steer,88,0,0,0,0,0,0,10/4/2016,0,43.08,547,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
403,Calf,84,0,0,0,0,0,0,10/6/2016,0,45.03,589,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
404,Steer,100,0,0,0,0,0,0,10/6/2016,0,47.6,744,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
405,Steer,100,0,0,0,0,0,0,10/6/2016,0,46.65,649,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
406,Calf,90,0,0,0,0,0,0,10/4/2016,0,41,484,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
407,Heifer,90,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
408,Steer,70,0,0,0,0,0,0,10/7/2016,0,42.2,498,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
409,Calf,70,0,0,0,0,0,0,10/7/2016,0,43.33,542,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
410,Calf,80,0,0,0,0,0,0,10/7/2016,0,45.25,569,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
411,Steer,80,0,0,0,0,0,0,10/7/2016,0,44.1,531,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
412,Steer,80,0,0,0,0,0,0,10/6/2016,0,42.49,540,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
413,Steer,110,0,0,0,0,0,0,10/6/2016,0,45.23,676,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
414,Steer,100,0,0,0,0,0,0,10/6/2016,0,40.52,531,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
415,Calf,90,0,0,0,0,0,0,10/6/2016,0,41.61,612,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
416,Calf,90,0,0,0,0,0,0,10/6/2016,0,45.76,641,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
417,Heifer,90,0,0,0,0,0,0,10/5/2016,0,43.63,509,0,10/5/2016,0,0,0,0,0,1/1/1960,864,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
418,Heifer,60,0,0,0,0,0,0,10/4/2016,0,43.57,569,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
419,Steer,70,0,0,0,0,0,0,10/4/2016,0,42.05,495,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
420,Steer,80,0,0,0,0,0,0,10/4/2016,0,42,527,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
421,Heifer,90,0,0,0,0,0,0,10/4/2016,0,45.09,577,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
422,Calf,70,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
423,Calf,70,0,0,0,0,0,0,10/4/2016,0,39.69,444,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
424,Calf,70,0,0,0,0,0,0,10/4/2016,0,41.1,486,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
425,Steer,80,0,0,0,0,0,0,10/4/2016,0,42.85,512,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
426,Steer,80,0,0,0,0,0,0,10/4/2016,0,39.71,497,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
427,Heifer,80,0,0,0,0,0,0,10/4/2016,0,40.35,539,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
428,Heifer,70,0,0,0,0,0,0,10/4/2016,0,42.88,490,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
429,Steer,70,0,0,0,0,0,0,10/7/2016,0,43.36,570,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
430,Heifer,70,0,0,0,0,0,0,10/7/2016,0,38.59,344,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
431,Steer,70,0,0,0,0,0,0,10/7/2016,0,45.35,531,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
432,Steer,60,0,0,0,0,0,0,10/4/2016,0,39.68,458,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
433,Steer,80,0,0,0,0,0,0,10/4/2016,0,41.14,512,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
434,Heifer,90,0,0,0,0,0,0,10/4/2016,0,42.89,552,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
435,Calf,100,0,0,0,0,0,0,10/6/2016,0,46.63,606,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
436,Steer,90,0,0,0,0,0,0,10/6/2016,0,42.79,585,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
437,Calf,84,0,0,0,0,0,0,10/7/2016,0,41.32,394,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
438,Steer,82,0,0,0,0,0,0,10/7/2016,0,41.18,386,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
439,Calf,68,0,0,0,0,0,0,10/7/2016,0,36.34,300,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
440,Steer,82,0,0,0,0,0,0,10/4/2016,0,37.73,512,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
441,Calf,90,0,0,0,0,0,0,10/4/2016,0,34.12,575,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
442,Steer,72,0,0,0,0,0,0,10/7/2016,0,40.59,402,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
443,Steer,116,0,0,0,0,0,0,10/6/2016,0,46.26,606,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
444,Steer,80,0,0,0,0,0,0,10/4/2016,0,39.22,325,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
445,Calf,72,0,0,0,0,0,0,10/4/2016,0,40.28,455,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
446,Heifer,72,0,0,0,0,0,0,10/4/2016,0,40.68,466,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
447,Heifer,0,0,0,0,0,0,0,10/4/2016,0,41.92,454,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
448,Heifer,100,0,0,0,0,0,0,10/5/2016,0,45.84,546,0,10/5/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
449,Heifer,112,0,0,0,0,0,0,10/5/2016,0,43.53,503,0,10/5/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
450,Steer,70,0,0,0,0,0,0,10/4/2016,0,41.49,437,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
451,Calf,70,0,0,0,0,0,0,10/4/2016,0,42.51,439,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
452,Calf,70,0,0,0,0,0,0,10/4/2016,0,42.9,477,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
453,Steer,90,0,0,0,0,0,0,10/6/2016,0,43.97,533,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
454,Steer,70,0,0,0,0,0,0,10/4/2016,0,41.16,525,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
455,Steer,72,0,0,0,0,0,0,10/7/2016,0,38.1,315,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
456,Steer,100,0,0,0,0,0,0,10/6/2016,0,44.64,550,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
457,Calf,70,0,0,0,0,0,0,10/6/2016,0,37.5,463,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
458,Steer,90,0,0,0,0,0,0,10/4/2016,0,45.95,659,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
459,Calf,74,0,0,0,0,0,0,10/7/2016,0,41.79,402,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
460,Calf,100,0,0,0,0,0,0,10/6/2016,0,44.78,583,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
461,Steer,88,0,0,0,0,0,0,10/4/2016,0,42.84,449,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
462,Heifer,60,0,0,0,0,0,0,10/7/2016,0,32.79,352,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
463,Steer,100,0,0,0,0,0,0,10/6/2016,0,45.2,594,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
464,Steer,100,0,0,0,0,0,0,10/6/2016,0,47.1,573,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
465,Calf,70,0,0,0,0,0,0,10/7/2016,0,41.7,419,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
466,Steer,82,0,0,0,0,0,0,10/4/2016,0,41.59,392,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
467,Steer,100,0,0,0,0,0,0,10/5/2016,0,45.95,546,0,10/5/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
468,Steer,100,0,0,0,0,0,0,10/5/2016,0,47.38,564,0,10/5/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
469,Steer,79,0,0,0,0,0,0,10/6/2016,0,40.62,515,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
470,Steer,70,0,0,0,0,0,0,10/7/2016,0,39.58,362,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
471,Steer,100,0,0,0,0,0,0,10/4/2016,0,44.3,416,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
472,Heifer,80,0,0,0,0,0,0,10/4/2016,0,41.4,465,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
473,Steer,80,0,0,0,0,0,0,10/4/2016,0,42.01,458,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
474,Heifer,80,0,0,0,0,0,0,10/4/2016,0,39.62,414,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
475,Steer,82,0,0,0,0,0,0,10/4/2016,0,42.99,445,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
476,Steer,150,0,0,0,0,0,0,10/5/2016,0,46.5,509,0,10/5/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
477,Calf,80,0,0,0,0,0,0,10/4/2016,0,41.38,492,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
478,Heifer,80,0,0,0,0,0,0,10/4/2016,0,42.87,508,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
479,Steer,90,0,0,0,0,0,0,10/4/2016,0,45.06,564,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
480,Steer,78,0,0,0,0,0,0,10/6/2016,0,44.57,470,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
481,Calf,92,0,0,0,0,0,0,10/6/2016,0,46.74,579,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
482,Calf,77,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
483,Heifer,52,0,0,0,0,0,0,10/7/2016,0,38.73,354,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
484,Steer,80,0,0,0,0,0,0,10/6/2016,0,44.67,538,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
485,Steer,110,0,0,0,0,0,0,10/5/2016,0,44.59,491,0,10/5/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
486,Steer,110,0,0,0,0,0,0,10/4/2016,0,42.63,445,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
487,Calf,100,0,0,0,0,0,0,10/5/2016,0,43.85,392,0,10/5/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
488,Calf,92,0,0,0,0,0,0,10/4/2016,0,39.44,444,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
489,Steer,105,0,0,0,0,0,0,10/5/2016,0,46.18,511,0,10/5/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
490,Steer,110,0,0,0,0,0,0,10/5/2016,0,44.64,501,0,10/5/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
491,Heifer,78,0,0,0,0,0,0,10/4/2016,0,38.45,405,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
492,Heifer,82,0,0,0,0,0,0,10/4/2016,0,36.83,342,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
493,Calf,100,0,0,0,0,0,0,10/6/2016,0,45.2,524,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
494,Calf,92,0,0,0,0,0,0,10/4/2016,0,40.59,424,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
495,Calf,82,0,0,0,0,0,0,10/6/2016,0,39.84,460,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
496,Steer,92,0,0,0,0,0,0,10/4/2016,0,41.7,438,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
497,Heifer,80,0,0,0,0,0,0,10/4/2016,0,41.76,378,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
498,Calf,86,0,0,0,0,0,0,10/6/2016,0,42.87,571,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
499,Steer,100,0,0,0,0,0,0,10/4/2016,0,42.72,500,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
500,Steer,125,0,0,0,0,0,0,10/4/2016,0,41.27,442,0,10/4/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
501,Steer,100,0,0,0,0,0,0,10/5/2016,0,41.74,439,0,10/5/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
502,Steer,100,0,0,0,0,0,0,10/7/2016,0,42.42,418,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
503,Steer,112,0,0,0,0,0,0,10/6/2016,0,44.45,550,0,10/6/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
504,Steer,112,0,0,0,0,0,0,10/5/2016,0,40.79,400,0,10/5/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
505,Steer,142,0,0,0,0,0,0,10/5/2016,0,45.73,508,0,10/5/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
506,Heifer,145,0,0,0,0,0,0,10/7/2016,0,34.2,311,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
507,Steer,110,0,0,0,0,0,0,10/7/2016,0,35.67,259,0,10/7/2016,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
508,Calf,95,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
509,Calf,72,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
510,Calf,80,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
511,Calf,90,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
512,Calf,90,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
513,Calf,100,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
514,Calf,95,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
515,Calf,90,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
516,Calf,90,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
517,Calf,80,0,0,0,0,0,0,1/1/1960,0,0,0,0,1/1/1960,0,0,0,0,0,1/1/1960,0,0,0,0,0,0,1/1/1960,0,1/1/1960,0,0,0,0,0,0,0,test
